,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003
178543,7.799350054,7.466955245,11.59461987,12.00773445,9.566666666,8.366291451,7.0676586189999995,5.866928876,2.9,4.081632653,5.096483038,6.633597394,6.10289523,4.115953408999999,2.601973477,2.101071975,1.085913127,0.985221675,0.616615282,1.195031056,1.3991308830000002,1.159265049,3.367666887,2.56623896,1.5621445980000002,0.8774385509999999
179167,0.7111332401937671,-0.253893682245823,0.12032250209206699,-1.62481429539122,0.23206784504357603,1.25980363019476,1.8735888616426297,4.92607940696083,4.10022024813379,4.441919269811231,1.89130782426958,3.54708584353329,6.096600231379019,10.0873420743231,11.1034887957454,7.97332113623737,5.9609797340519,3.40964689603768,6.26276041920553,3.10888516051237,2.17021451603352,3.72571992446855,3.9126364080362004,2.3773733715340697,3.8136806718465697,
179396,7.199999809265139,6.199999809265139,4.90000009536743,5.0,5.300000190734861,5.400000095367429,5.09999990463257,4.699999809265139,5.300000190734861,5.09999990463257,4.5,3.0999999046325697,3.0999999046325697,6.5,11.6000003814697,16.2000007629395,16.3999996185303,17.0,15.6000003814697,15.0,13.1999998092651,11.6999998092651,11.1000003814697,10.3000001907349,10.3999996185303,10.5
